case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,exact_identity_key,exact_identity_group,runtime_code_group,metadata_stripped_code_group,proxy_type,implementation_at_cutoff,proxy_lineage_status
lifiprotocol,defihacklabs,ethereum,20318962,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,shanghai,ca2-deb8f1653a1510fb4c48,2024-07-16,Lifiprotocol,Incorrect input validation,src/test/2024-07/Lifiprotocol_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,e8e121d5de7030d1d274a4972ebd892379d40c8837495806c74495f2a9274b4d,"[""https://x.com/danielvf/status/1505689981385334784""]",[],~10M USD,exact_contract_basename,True,True,,,2024-07-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,ea9290efc7ced528ba5f,,,,,not_resolved_requires_archive_rpc
uwulend_first,defihacklabs,ethereum,20061318,0x2409af0251dcb89ee3dee572629291f9b087c668,shanghai,ca2-0687f6e05dc58457935a,2024-06-10,UwULend,Price Manipulation,src/test/2024-06/UwuLend_First_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,"[""https://x.com/peckshield/status/1800176089316163831""]",[],19.3M,exact_contract_basename,True,True,,,2024-06-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2409af0251dcb89ee3dee572629291f9b087c668,ed7735374efe1e28a885,,,,,not_resolved_requires_archive_rpc
lw2,defihacklabs,bsc,40287544,0xabc6e5a63689b8542dbdc4b4f39a7e00d4ac30c8,shanghai,ca2-c68ae49271ecb40a17be,2024-07-08,LW,Integer Underflow,src/test/2024-07/LW_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,562c2bf8251f39c743b041c6b3317e9ce092efcd8a832b03b709dcaef35dd5da,[],[],~7K USD,frozen_date_override,True,True,,,2024-07-08,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xabc6e5a63689b8542dbdc4b4f39a7e00d4ac30c8,f6ea7ecf7aaab35de3f1,,,,,not_resolved_requires_archive_rpc
uwulend_second,defihacklabs,ethereum,20081503,0x2409af0251dcb89ee3dee572629291f9b087c668,shanghai,ca2-93739b94fa0816bd6234,2024-06-10,UwULend,Price Manipulation,src/test/2024-06/UwuLend_First_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,"[""https://x.com/peckshield/status/1800176089316163831""]",[],19.3M,exact_contract_basename,True,True,,,2024-06-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2409af0251dcb89ee3dee572629291f9b087c668,ed7735374efe1e28a885,,,,,not_resolved_requires_archive_rpc
doughfina,defihacklabs,ethereum,20288622,0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,shanghai,ca2-0d308a16f604ed495788,2024-07-12,DoughFina,Incorrect input validation,src/test/2024-07/DoughFina_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,2335acf0887a379586c363fec975ab864083cce6a7c2c3a8ad7fbedb715b8130,"[""https://x.com/CertiKAlert/status/1811668992882307478""]",[],~1.8M USD,exact_contract_basename,True,True,,,2024-07-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,686d0740bb13cf4196a0,,,,,not_resolved_requires_archive_rpc
mrp,defihacklabs,bsc,40122169,0x35f5cef517317694df8c50c894080caa8c92af7d,shanghai,ca2-17240c1cdca17b758810,2024-07-02,MRP,Reentrancy,src/test/2024-07/MRP_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,e060c2a1d41dd6c4682fc33ab0cb9e7939af9badf6cc1d0f328cda0621ffa293,[],[],17 BNB,exact_contract_basename,True,True,,,2024-07-02,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x35f5cef517317694df8c50c894080caa8c92af7d,5c330ee3a3abbb7e9a4b,,,,,not_resolved_requires_archive_rpc
defiplaza,defihacklabs,ethereum,20240538,0xe68c1d72340aeefe5be76eda63ae2f4bc7514110,shanghai,ca2-0998fb22a8fcd705afbc,2024-07-05,DeFiPlaza,loss of precision,src/test/2024-07/DeFiPlaza_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,2d8afd77adac1ebdad1aeb4157172d3a0f28b5d2d79d1dfe49808a1b97d6b8f5,"[""https://x.com/DecurityHQ/status/1809222922998808760""]",[],~200K USD,exact_contract_basename,True,True,,,2024-07-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xe68c1d72340aeefe5be76eda63ae2f4bc7514110,5915dc42634e1d5726ba,,,,,not_resolved_requires_archive_rpc
sbt,defihacklabs,bsc,40378159,0x2b45dd1d909c01aad96fa6b67108d691b432f351,shanghai,ca2-92eeb1ebc356ab25288f,2024-07-11,SBT,business logic flaw,src/test/2024-07/SBT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,17405e0bf5a7276d789d4514a7423a4b31e180f06ff259581982046810c6efc3,[],[],~56K USD,exact_contract_basename,True,True,,,2024-07-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x2b45dd1d909c01aad96fa6b67108d691b432f351,3bcd3e006d75de773ebd,,,,,not_resolved_requires_archive_rpc
yodlrouter,defihacklabs,ethereum,20520368,0xe3a0bc3483ae5a04db7ef2954315133a6f7d228e,shanghai,ca2-b9b0485322ceb6ce33a3,2024-08-14,YodlRouter,Arbitrary Call,src/test/2024-08/YodlRouter_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,36acc17e9643c2cee1d7676b67516a6e87845f34933179f859fcd4b5de32b665,[],[],~5k,exact_contract_basename,True,True,,,2024-08-14,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xe3a0bc3483ae5a04db7ef2954315133a6f7d228e,d489e8b815838a5916f0,,,,,not_resolved_requires_archive_rpc
ompxcontract,defihacklabs,ethereum,20468779,0x09a80172ed7335660327cd664876b5df6fe06108,shanghai,ca2-1fe777829f28c3e02e1c,2024-08-16,OMPx Contract,FlashLoan,src/test/2024-08/OMPxContract_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,ad9ffb6dea1f9d35dbdc975d55d68981e8b91afebeb3862781d6042c530da459,[],[],4.37 ETH (~11527 USD),exact_contract_basename,True,True,,,2024-08-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x09a80172ed7335660327cd664876b5df6fe06108,2fc17d9fa0675fb44db0,,,,,not_resolved_requires_archive_rpc
ivestdao,defihacklabs,bsc,41289497,0x2607118d363789f841d952f02e359bfa483955f9,shanghai,ca2-00003c2c7afe8e9ef32d,2024-08-12,iVest,Business logic flaw,src/test/2024-08/IvestDao_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,3e9d05606143ba2e59f912faca07eac1de876f180a999935f818fd4d5588d987,"[""https://x.com/AnciliaInc/status/1822870201698050064""]",[],~338 WBNB,exact_contract_basename,True,True,,,2024-08-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x2607118d363789f841d952f02e359bfa483955f9,dbf00cc97c153849ccec,,,,,not_resolved_requires_archive_rpc
spectra_finance,defihacklabs,ethereum,20369956,0x3d20601ac0ba9cae4564ddf7870825c505b69f1a,shanghai,ca2-6996a5993263d8986598,2024-07-24,Spectra_finance,Incorrect input validation,src/test/2024-07/Spectra_finance_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,87023fdb4a96cd88d008c1da77ba300aff39d330f447d3aaa157166628821278,"[""https://x.com/shoucccc/status/1815981585637990899""]",[],~73K USD,exact_contract_basename,True,True,,,2024-07-24,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x3d20601ac0ba9cae4564ddf7870825c505b69f1a,decc89c0ceaaaeb32189,,,,,not_resolved_requires_archive_rpc
zenterest,defihacklabs,ethereum,20541639,0xe3334e66634acf17b2b97ab560ec92d6861b25fa,shanghai,ca2-50a6237be75e1de28124,2024-08-16,Zenterest,Price Out Of Date,src/test/2024-08/Zenterest_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,2a448a612293c9d84ff9cbe27ad819a7d38ad525d20b1906a248715619aed9ad,[],[],~21000 USD,exact_contract_basename,True,True,,,2024-08-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xe3334e66634acf17b2b97ab560ec92d6861b25fa,0a545042be22f20da561,,,,,not_resolved_requires_archive_rpc
convergence,defihacklabs,ethereum,20434449,0x2b083beaac310cc5e190b1d2507038ccb03e7606,cancun,ca2-5c90f11e08cf22426454,2024-08-01,Convergence,Incorrect input validation,src/test/2024-08/Convergence_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,b8311c732b7cebbbb253467cc6bdb4cc1cbc33dedae240f24d6305d42124358e,"[""https://x.com/DecurityHQ/status/1819030089012527510""]",[],~200K USD,exact_contract_basename,True,True,,,2024-08-01,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2b083beaac310cc5e190b1d2507038ccb03e7606,6df10ec59008ca28743e,,,,,not_resolved_requires_archive_rpc
bankroll,defihacklabs,bsc,42481610,0x564d4126af2b195ffaa7fb470ed658b1d9d07a54,shanghai,ca2-003bb3e01f9c7c13410b,2024-09-23,Bankroll_Network,Incorrect input validation,src/test/2024-09/Bankroll_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,3c39a86665ecc26c9982889d59c366c58a1bdf8a29ae0c6b4be700b22fbc8666,"[""https://x.com/Phalcon_xyz/status/1838042368018137547""]",[],~404 WBNB (~234.8K USD),exact_contract_basename,True,True,,,2024-09-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x564d4126af2b195ffaa7fb470ed658b1d9d07a54,52e9c8976af4ac0d7a6d,,,,,not_resolved_requires_archive_rpc
caterpillar_coin_cut,defihacklabs,bsc,42131696,0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,shanghai,ca2-9aabe02b00ee6b15427c,2024-09-10,Caterpillar_Coin_CUT,Price Manipulation,src/test/2024-09/Caterpillar_Coin_CUT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,cf32cd5a5a6b4da42050cc415153314d929909395b95937ca1248f0c79b71774,"[""https://www.certik.com/zh-CN/resources/blog/caterpillar-coin-cut-token-incident-analysis""]",[],~1.4M USD,exact_contract_basename,True,True,,,2024-09-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,0f3a0d9766a431633628,,,,,not_resolved_requires_archive_rpc
otseastaking,defihacklabs,ethereum,20738190,0xf2c8e860ca12cde3f3195423ecf54427a4f30916,shanghai,ca2-a21d0869309e8d547595,2024-09-13,OTSeaStaking,Logic Flaw,src/test/2024-09/OTSeaStaking_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,658f99af8543e5f9c74db757b63c9621b283f8d91aed1805b3a1f953901553e9,[],[],26k,exact_contract_basename,True,True,,,2024-09-13,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xf2c8e860ca12cde3f3195423ecf54427a4f30916,4569243760b2bc4ad39d,,,,,not_resolved_requires_archive_rpc
bedrock_defi,defihacklabs,ethereum,20836583,0x047d41f2544b7f63a8e991af2068a363d210d6da,shanghai,ca2-297229c8f057f9088676,2024-09-26,Bedrock_DeFi,Swap ETH/BTC 1/1 in mint function,src/test/2024-09/Bedrock_DeFi_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,9aa197eace1fcf522dfd1ee2eebc75a566d3b810cb51e7b136536c595df81301,"[""https://bscscan.com/tx/0x0fe3716431f8c2e43217c3ca6d25eed87e14d0fbfa9c9ee8ce4cef2e5ec4583c"", ""https://x.com/certikalert/status/1839403126694326374""]","[""0x0fe3716431f8c2e43217c3ca6d25eed87e14d0fbfa9c9ee8ce4cef2e5ec4583c""]",27.83925883 BTC (~$1.7M USD),exact_contract_basename,True,True,,,2024-09-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x047d41f2544b7f63a8e991af2068a363d210d6da,7a822f81fb7ee1abe69d,,,,,not_resolved_requires_archive_rpc
aizpttoken,defihacklabs,bsc,42846997,0xbe779d420b7d573c08eee226b9958737b6218888,shanghai,ca2-9ccf44443a293b02fdd3,2024-10-05,AIZPTToken,Wrong Price Calculation,src/test/2024-10/AIZPTToken_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,72807c8cebe2203904864485f9f63f2014d9c4a22a65b77ffbae3fd31b5786ac,[],[],,exact_contract_basename,True,True,,,2024-10-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xbe779d420b7d573c08eee226b9958737b6218888,d4c0dd2e7a4fcd0dcac5,,,,,not_resolved_requires_archive_rpc
onyxdao,defihacklabs,ethereum,20834657,0xf10bc5be84640236c71173d1809038af4ee19002,shanghai,ca2-194c50c55dd95140a294,2024-09-26,OnyxDAO,Fake Market,src/test/2024-09/OnyxDAO_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,9313f6a01a70788eb7e77125e1eb2cf6cd2391d272fec34298301bd064e99f73,"[""https://x.com/peckshield/status/1839302663680438342""]",[],"4.1M VUSD, 7.35M XCN, 5K DAI, 0.23 WBTC, 50K USDT (>$3.8M USD)",exact_contract_basename,True,True,,,2024-09-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xf10bc5be84640236c71173d1809038af4ee19002,ad63b3622ccc375bb695,,,,,not_resolved_requires_archive_rpc
firetoken,defihacklabs,ethereum,20869374,0x18775475f50557b96c63e8bbf7d75bfeb412082d,shanghai,ca2-0fa9395ce4552eadc7fb,2024-10-01,FireToken,Pair Manipulation With Transfer Function,src/test/2024-10/FireToken_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,6a099adc701f693ef503888008c6d702fd8ede71d6ddbb4d14f8845bf61f566c,[],[],8.45 ETH (~$20K USD),exact_contract_basename,True,True,,,2024-10-01,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x18775475f50557b96c63e8bbf7d75bfeb412082d,625ef14978529ea263dd,,,,,not_resolved_requires_archive_rpc
hydt,defihacklabs,bsc,42985310,0xa2268fcc2fe7a2bb755fbe5a7b3ac346ddfedb9b,cancun,ca2-196bde1bc084a841e794,2024-10-10,HYDT,Oracle Price Manipulation,src/test/2024-10/HYDT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,d03b733d95e5e35cab9dba563e3ecb4185c482f5b3b124ebcce29958df36e9fa,"[""https://x.com/TenArmorAlert/status/1844241843518951451""]",[],,exact_contract_basename,True,True,,,2024-10-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xa2268fcc2fe7a2bb755fbe5a7b3ac346ddfedb9b,b0f8bc94aae34e10afed,,,,,not_resolved_requires_archive_rpc
sashatoken,defihacklabs,ethereum,20905301,0xd1456d1b9ceb59abd4423a49d40942a9485ceef6,shanghai,ca2-a4270f1ffef2f72b2237,2024-10-06,SASHAToken,Price Manipulation,src/test/2024-10/SASHAToken_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,ff95f733a3492e41e8a2411bcfdcba000fe21f3315c857351d3d8c346b3b903a,[],[],,exact_contract_basename,True,True,,,2024-10-06,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xd1456d1b9ceb59abd4423a49d40942a9485ceef6,3bab892cc6f9fb6796bb,,,,,not_resolved_requires_archive_rpc
morphoblue,defihacklabs,ethereum,20956051,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,shanghai,ca2-2656a778ab34f3a823cd,2024-10-13,MorphoBlue,Overpriced Asset in Oracle,src/test/2024-10/MorphoBlue_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,d183dfa70752be760bff13a307b62b2dd981f393011e68cb3abffe1f99a43fa8,"[""https://x.com/omeragoldberg/status/1845515843787960661""]",[],"$230,000",exact_contract_basename,True,True,,,2024-10-13,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,3b70e0dce8f1f37299b3,,,,,not_resolved_requires_archive_rpc
penpiexyzio,defihacklabs,ethereum,20671877,0x6e799758cee75dae3d84e09d40dc416ecf713652,shanghai,ca2-8b19d47d1a3d23da742b,2024-09-03,Penpiexyz_io,Reentrancy and Reward Manipulation,src/test/2024-09/Penpiexyzio_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,718b51fd914b292ad81f374f7b05f598beb46923d3d6438ea5bf80ed0aa91bac,"[""https://x.com/AnciliaInc/status/1831080555292856476"", ""https://x.com/Penpiexyz_io/status/1831462760787452240"", ""https://x.com/hackenclub/status/1831383106554573099"", ""https://x.com/peckshield/status/1831072098669953388""]",[],"11,113.6 ETH (~$27,348,259 USD)",exact_contract_basename,True,True,,,2024-09-03,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x6e799758cee75dae3d84e09d40dc416ecf713652,a77227f02543bb683738,,,,,not_resolved_requires_archive_rpc
vista,defihacklabs,bsc,43305237,0x493361d6164093936c86dcb35ad03b4c0d032076,cancun,ca2-7efff287d58605a4cc72,2024-10-22,Vista,flashmint receive error,src/test/2024-10/VISTA_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,f7ec459e7280d79f1fa7ab6dd7bc9ad362da13664762a503ad3aec7309b64cd9,"[""https://x.com/TenArmorAlert/status/1848403791881900130""]",[],"$28,000",exact_contract_basename,True,True,,,2024-10-22,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x493361d6164093936c86dcb35ad03b4c0d032076,6780e9f122854347bdfa,,,,,not_resolved_requires_archive_rpc
labubu,defihacklabs,bsc,44751944,0x2ff960f1d9af1a6368c2866f79080c1e0b253997,shanghai,ca2-8dd7451bbe256eb45bfb,2024-12-10,LABUBU Token,Logic Flaw,src/test/2024-12/LABUBU_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,frozen_public_source_hashed,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,19e682e9dfe45d9fa00557e81932420636f4a0abfa95a4b365c985496020ff07,"[""https://x.com/TenArmorAlert/status/1866481066610958431""]",[],,exact_contract_basename,True,True,,,2024-12-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x2ff960f1d9af1a6368c2866f79080c1e0b253997,3a3cfa909f413e99bf18,,,,,not_resolved_requires_archive_rpc
