case_name,chain,positive_deployment_time,positive_prediction_cutoff_time,positive_record_sha256,admissible_deployment_start,admissible_deployment_end,existing_pair_count,maximum_flow_allocated,controls_required,minimum_additional_distinct_slots,require_new_chain_address_identity,require_deployed_by_positive_cutoff,require_pair_specific_cutoff_covariates,expansion_status,selection_authorized,expansion_requirement_sha256
indexedfinance,ethereum,2020-12-02T08:39:14Z,2020-12-03T08:39:19Z,553dd71cfcf5131d0365d5573d94955d8a14a83be072ffa8ff6c61c17d03c1ec,2020-11-02T08:39:14Z,2020-12-03T08:39:19Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,00747928db1cf0ee927a30fa456869d0b661852c3f88e5cfb35e5256c2380a0d
inuko,bsc,2022-10-03T07:15:48Z,2022-10-04T07:15:49Z,b2c28ad8ae6604bf3b26d35d9112e8b054c8017134964d9a92bb0040fcf9e3ae,2022-09-03T07:15:48Z,2022-10-04T07:15:49Z,4,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,97d5715fe8b2e6239a4c7f701e89c13c567b701eed56498ead6b8ac2f78f1c78
inversefinance,ethereum,2021-02-23T21:41:08Z,2021-02-24T21:41:12Z,7d239f8efed738b8670a9a2aa001e19882ea374b4040e633c2f31e2db2cb4d61,2021-01-24T21:41:08Z,2021-02-24T21:41:12Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,829e4018e29e646195e467daf340024607c7e539e77f0215378a34ffd81cb5a6
ipc,bsc,2024-12-31T05:17:04Z,2025-01-01T05:17:05Z,cdb3f31225c3f585c2418f22fb09dcef204e2cac9b20a6ef97a5a98437ef91a8,2024-12-01T05:17:04Z,2025-01-01T05:17:05Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,cb809131019f29d28534fe7ada5fdb1f1b2cd78ff7881dbfa83be5e9f4b06cc5
it,bsc,2024-03-09T20:56:42Z,2024-03-10T20:56:42Z,d031cc01ef0087d7842ada36ace73f0742ab206ef104a2448c2d2a9ba22b632d,2024-02-08T20:56:42Z,2024-03-10T20:56:42Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,86b1cf39484b634af561cfd7ae278cd30eac8babf55cef8125c6eac9a40e5a02
ivestdao,bsc,2024-06-15T22:16:41Z,2024-06-16T22:16:43Z,2e1c0b139f5922e7fd5aa028d69f08a6d445fb85321cdc7269ed2528a1f6f143,2024-05-16T22:16:41Z,2024-06-16T22:16:43Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,89f64ae6ba269424138fe93dad888b4d23e53059713726d612a102a3c84edfef
j_pulsepot,bsc,2023-06-17T02:08:38Z,2023-06-18T02:08:38Z,80167c578f8abf84a4fb1a2648f8b7422cd62fb234859b7d95dfa4f4108b2d8a,2023-05-18T02:08:38Z,2023-06-18T02:08:38Z,14,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ceaf1c390cd5641a60b87e32e1f187f8db703d53624943f11d8222d762afc2bb
jay,ethereum,2022-07-18T23:47:59Z,2022-07-19T23:48:00Z,76dc43fa0afb172d07fca0bf0815b80f685e578b6e9f2553286897fd9cabf862,2022-06-18T23:47:59Z,2022-07-19T23:48:00Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9955f919f9db1ec151b16787b79c47c8863d3bdaa4363ea20b1b36bcb6152a6f
jokinthebox,ethereum,2024-05-15T10:26:35Z,2024-05-16T10:26:35Z,36adabd793eb8eb19033e070c6615c87c4a6fed315ccc6748498d7050d71262c,2024-04-15T10:26:35Z,2024-05-16T10:26:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a97ce667dec354f0cac429c8cc18b2aaf5c676517b8dcacd10ec51b50e1ba8e7
julswap,bsc,2020-09-20T19:01:43Z,2020-09-21T19:01:43Z,58857fc92b7fe8cc38eec7eccee8ddb8c9ec708d4e0bbcf47d623f70e74fe553,2020-08-21T19:01:43Z,2020-09-21T19:01:43Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,082b8bfd26e505daf4fbad89afd47f3cd3cbe4ca12891f4f16fcfcd92b7b76d0
jumpfarm,ethereum,2023-08-08T22:39:35Z,2023-08-09T22:39:35Z,c82f75cd49a0c926ea101a3f9cc1a3edd6f8ba06e82b434072aff962d4ceba89,2023-07-09T22:39:35Z,2023-08-09T22:39:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,aa89d95735c37ab2ab974275edb7b63ee7ec314837b418a535fda01196e3be46
kashi,ethereum,2021-06-03T02:51:37Z,2021-06-04T02:51:42Z,40767bb18ba89c404fce72dfe1df474c91ac3d83fa39ce1dc127fe6c416a2af5,2021-05-04T02:51:37Z,2021-06-04T02:51:42Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d6af927356df6c6079297bbd595bb5d5ee94ee381067cc8a9085b7e7778fa790
kest,bsc,2023-12-10T11:42:32Z,2023-12-11T11:42:32Z,e6b222dff120ac278457f4e2822e3b521dbe9a0ee3e01eeb6a614ee5833627e6,2023-11-10T11:42:32Z,2023-12-11T11:42:32Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5d8039cfbcc5891296d40104b555844321cc3800c171b8d8381ebc9f15f6fb8e
ktaf,ethereum,2020-07-24T00:02:01Z,2020-07-25T00:02:02Z,be5f2eca6e5bfc5e7079cbe5d318f6338db885422a7aa07ffbffcf1c54530fb6,2020-06-24T00:02:01Z,2020-07-25T00:02:02Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,1289bd5f9764714ae7314c81ff6975f385c59551826c13c1ac4ca82facc853b2
kub_split,bsc,2023-09-19T07:19:53Z,2023-09-20T07:19:55Z,1cd33bda34b12478d1b0ef63c6e2e2f61ffa72c7286a169f6c50e3cf6714f643,2023-08-20T07:19:53Z,2023-09-20T07:19:55Z,4,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7cfe7f696e718ca2ee2979da491ae143c65bab2c860a28ece7d0c9d4d70db336
laeeb,bsc,2022-05-26T03:37:32Z,2022-05-27T03:37:33Z,731d75963bcd7d5d753460158363689adbbd0469f99051a8b08dfcf8056b667c,2022-04-26T03:37:32Z,2022-05-27T03:37:33Z,18,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ed9eb6a3df2878ebf1f1fa46ee769fa11570ad3ae7dab5a95a5f402f076faf57
laura_token,ethereum,2024-12-30T17:13:23Z,2024-12-31T17:13:23Z,26b79968270a7ca98d5e35a74229992ce5dc9c56d76e2474ba2fca50bc29d1df,2024-11-30T17:13:23Z,2024-12-31T17:13:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0c5bfa0a3e37d4ece0d6ceeabcabf51ff872e0b8fcade65ba526ae857686124f
laxo_token,bsc,2026-02-12T17:23:21Z,2026-02-13T17:23:21Z,5948588259f958f3f03f38dc6a3eaa4fd9089bc13d6b0e1e82397f860def9029,2026-01-13T17:23:21Z,2026-02-13T17:23:21Z,6,4,10,6,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7699d472542961519360f2bc4595704aeb0d82bf1d65756d03f1cf941ed9036d
lendfme,ethereum,2019-08-06T06:16:57Z,2019-08-07T06:17:15Z,b33c8091b88d96ab6d36332b6ec77c1f4e61905cd8911f6936f8d30bd7405825,2019-07-07T06:16:57Z,2019-08-07T06:17:15Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,cb13cade04af961eaf22875d431f344f53b6dcff46668d12f55376da9b5aa14c
level,bsc,2023-02-19T14:52:54Z,2023-02-20T14:52:54Z,f446319cedd444f8e2fe8520ff0d0267274b6558e6690756ab903df795f78bcb,2023-01-20T14:52:54Z,2023-02-20T14:52:54Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,013ae12912580f47319ce8a66e4983dc6507e5bd2caedfb6b374ef4503788397
lifeprotocol,bsc,2025-01-16T16:06:15Z,2025-01-17T16:06:16Z,b5317e39000542220d5e4d7b93fd222cb4ed03c16daf310b4bd9c274b6ea8a9d,2024-12-17T16:06:15Z,2025-01-17T16:06:16Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,744c29813f18a474d05ee355a01233fc20692bebaab0edc83e4596074fafaeab
lifiprotocol,ethereum,2022-10-20T10:23:47Z,2022-10-21T10:23:47Z,45aa5061e7b38fb640d1dc74bc870b900350f14bc490325bcd68e0418fcfc2d2,2022-09-20T10:23:47Z,2022-10-21T10:23:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,db0ac9ff1deb2a6ebcec0ed5fd2e4a32f2caa0cc00db2c5524a0db40d81ce491
liquiditytokens,bsc,2023-03-24T17:38:36Z,2023-03-25T17:38:38Z,9216647b2ef84761276d16b9493f9d51614cbcb9c37540ea261b47258f373ace,2023-02-22T17:38:36Z,2023-03-25T17:38:38Z,5,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,542e39be1c2095d9223591f3ed9e6b198f958beecc372169a7a6fed5cf852de4
lp_mine,bsc,2025-01-02T05:35:10Z,2025-01-03T05:35:11Z,58674d0ea58b64b36806640a6f363295f5546c0c8f2d9ea2032c6e1730323f46,2024-12-03T05:35:10Z,2025-01-03T05:35:11Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f3a106d2f78fd88df5adb6cfbf968dc38327aa33c23b8d15beb804318c56f46f
lpc,bsc,2022-03-14T12:41:20Z,2022-03-15T12:41:22Z,3545e9962e136f663fed2227490b9230063968a569a65c6cd8237ccfce08250b,2022-02-12T12:41:20Z,2022-03-15T12:41:22Z,32,6,10,4,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,dfc7ed2f9351aa27fbf351291e7deee5cea61da4165457f8b257f7137523c7fc
lqdx_alert,ethereum,2023-12-29T12:49:59Z,2023-12-30T12:49:59Z,5730395609b936969840cd586aa1d8005bd6efa0e27e66fd1d745d69d360e5f2,2023-11-29T12:49:59Z,2023-12-30T12:49:59Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3de85e3d764f9d1a2593215ad68619764dce4be77c7106c984fdd9da10ec1d0d
luckytiger,ethereum,2022-08-22T05:59:52Z,2022-08-23T06:00:04Z,70a258cfa60d78bdbcaa8191ecac07b81de2adba7bab7bc5abb2d49156f87070,2022-07-23T05:59:52Z,2022-08-23T06:00:04Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,74be725af3b59a014f87589f8166b52dc8751cdb0c486c6a1a24fd69b2620188
lusd,bsc,2023-06-12T09:35:18Z,2023-06-13T09:35:18Z,4bd799d0483c3e67a5f09cba5355cdf6ea1a1f797e269a39849c9f8f0dd9cc6d,2023-05-13T09:35:18Z,2023-06-13T09:35:18Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a801813b2424611b9e93b2b016431ef45f663b86cceca56161e09f62a9fc6692
lw,bsc,2023-05-03T05:20:16Z,2023-05-04T05:20:17Z,77a4b59041147c9699774041e9b3a73a41756709a071113e5f901dc97b3b3b2c,2023-04-03T05:20:16Z,2023-05-04T05:20:17Z,10,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a90a98b254a1c0e6ae91816ada7cac26ae87c17786d4e6182b6d8e67403fe9f3
mahalend,ethereum,2022-12-12T07:14:35Z,2022-12-13T07:14:35Z,41b069439fbff15b01a8d0cae10af5fd6b5e3fbfe8fa3233fde62160c5dcee04,2022-11-12T07:14:35Z,2022-12-13T07:14:35Z,2,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8e48dc1d735468352a736e7a0c94f903ebef215f227726b87b6e710572c2b928
makina,ethereum,2025-10-25T14:13:47Z,2025-10-26T14:13:47Z,e25aea42c1b095b0df64e508a3e09a8b30b69b004e6741da6ea4a9bcf36ac578,2025-09-25T14:13:47Z,2025-10-26T14:13:47Z,67,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,d4e60af311e4ba2c3336fa6e64dcddacee0c404ad35b381c39da5a1f55de08cb
mamo,bsc,2023-11-22T06:13:52Z,2023-11-23T06:13:54Z,ddede71057b5a0f4c8fb8eb5ece5dbec6a956028005dab856030f9aea2b549ed,2023-10-23T06:13:52Z,2023-11-23T06:13:54Z,8,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,1de107829e8ec2aa6a8853f451aab6b70ccae9da96ca010945ae44b3e8a86862
mbc_zzsh,bsc,2022-07-30T14:14:32Z,2022-07-31T14:14:34Z,b3d08158ad5394fea40f0b723a32d15c15b61a1af0c3cbb0993348b3583d0746,2022-06-30T14:14:32Z,2022-07-31T14:14:34Z,17,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8eed2c2384d2f21df31be0defc27db726af319c0d2fa8ae6b682e705b3ceea68
meta_pool,ethereum,2023-07-13T22:17:11Z,2023-07-14T22:17:11Z,9c90bed3d30c006b1a6ed37f2474688dda5d26748e61d4cdee53b1f3a7d062bf,2023-06-13T22:17:11Z,2023-07-14T22:17:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,56ea1d8d453e8ebbc9a34c6394e6a84cc5c7cd11cecf57527252aad53ae9707b
metadragon,bsc,2024-05-03T06:22:10Z,2024-05-04T06:22:10Z,9df36fe6400eb360f089b37fa932a2c3f7208a46612067041160dfdfe425564d,2024-04-03T06:22:10Z,2024-05-04T06:22:10Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e726569e4327b06d58e59152e7af0cd46fc3100506ecb0da6888c13f76820b34
mic,bsc,2023-12-28T12:54:14Z,2023-12-29T12:54:15Z,fadfd746ada7fc5c117bad5627d04c5ef37d580d08936dfe7e3c6ed498690df8,2023-11-28T12:54:14Z,2023-12-29T12:54:15Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,4f58071136cf5eea95b542ec81109dae4dd697e12cc50372b0577245d29713a5
mim_spell3,ethereum,2024-03-20T16:22:11Z,2024-03-21T16:22:11Z,4dff2e58d1ce0d9f12a0ce37806c5c7ee79e959c41c5d1b46690a4645040ef75,2024-02-19T16:22:11Z,2024-03-21T16:22:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,962631a587ec0d2776ffee19e0a137b3d97a4ec4ad4602ce1b532515e049ec12
mimspell,ethereum,2023-01-24T19:02:11Z,2023-01-25T19:02:11Z,70e0ec3820f7020156136d04f03c9145424838c0e3d561a75b73fe4bff7e52af,2022-12-25T19:02:11Z,2023-01-25T19:02:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3a441c6c9dc912d7fc7e8af91bc3d1ead4604a7430da8cdf0ea39f93089bad92
mimspell2,ethereum,2023-01-30T15:28:47Z,2023-01-31T15:28:47Z,65ebd271a6a4842387d21d5747e7940d26737848e2de027bede7473a829e155d,2022-12-31T15:28:47Z,2023-01-31T15:28:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,acd30db3e7d408bc5897f406d01aa29262de9a6da9f024653311e927765f76e4
miner,ethereum,2024-02-11T19:40:23Z,2024-02-12T19:40:23Z,69aa401c08ffeca96e190c50c2eb8f63cc48423085f5024ba2c5f4e49f2afe36,2024-01-12T19:40:23Z,2024-02-12T19:40:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3a13bb5a8d4b3ccda9ec46054d30e4412ef75abe4382688447f03c6b18e65de6
miner_bsc,bsc,2024-02-12T11:23:40Z,2024-02-13T11:23:41Z,9d8c1b8e86e444362adc4c7097c72c39915a589f4f38ecbb6cd8da2da593f6f1,2024-01-13T11:23:40Z,2024-02-13T11:23:41Z,7,6,10,4,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,02947c5e7a862291355c2b7e72519534089d98be2dcb6ef97437c2d57758d2fc
mintofinance,bsc,2023-02-20T10:15:38Z,2023-02-21T10:15:38Z,2eefb368231122b5762ec2e2b7209c92ad326cc8ff6d3b98019d91b35f9ed328,2023-01-21T10:15:38Z,2023-02-21T10:15:38Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,2f782ffb25041ce541f7a81c7493c12b19d2af09d15df2d9d9650dbffa5cea3d
mono,ethereum,2021-10-16T03:36:25Z,2021-10-17T03:36:29Z,6f179dc45d0c1678b5835053372a068883f16c4fa09e5554f07a905209f911e0,2021-09-16T03:36:25Z,2021-10-17T03:36:29Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b728ff2b92456873452ffe76bdd8bbe05553f79f265b7761d776c0270b587f28
moocakectx,bsc,2020-10-27T18:44:49Z,2020-10-28T18:44:49Z,67cf07e245cc5d00685b892dfef0cd0f67d51c2a20a284ae0af0431171cb22b3,2020-09-27T18:44:49Z,2020-10-28T18:44:49Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,04d29ae37d9f01a383119e291573a6c56a3baa2812b3cce8da4ab1b5c27d9422
moonwell,base,2023-08-04T01:58:49Z,2023-08-05T01:58:49Z,1158b8b1f5a69aa769e362d8cdbca4366673de1251171a9e9c2d81c7b519f267,2023-07-05T01:58:49Z,2023-08-05T01:58:49Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,11273777675355d2ad1a7f73694deda26bc668142eb41e2c79642d1eca5b77ab
morphoblue,ethereum,2023-12-28T09:09:23Z,2023-12-29T09:09:23Z,dd890458092ef602d8a2c90bb27b6dc2488ea2daf2d4fb5aa80f51e9b61e3490,2023-11-28T09:09:23Z,2023-12-29T09:09:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0b397d6dfa2ec3a47c129d5ec141b249354f111c46c30c29b832e2bbba843bdd
mosca,bsc,2025-01-04T20:41:11Z,2025-01-05T20:41:11Z,fc021d82d511727c207996e1ff79500ad0f9e9567212b07cf8ab6b012750057d,2024-12-05T20:41:11Z,2025-01-05T20:41:11Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,abeaecd71c8c75c7e99917d0c59eab527334fc55597bd0aa991e4abe207719cb
mrp,bsc,2024-06-29T01:52:33Z,2024-06-30T01:52:35Z,158dfa816c79bc3913126096fade03ae314642f2785891fff668771c0f35362c,2024-05-30T01:52:33Z,2024-06-30T01:52:35Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a7bd99f31d693f83dfa866694fb077452a41219766d5bcc5ae2e8a6c22b1a67f
mttoken,bsc,2022-08-16T08:11:58Z,2022-08-17T08:11:58Z,d1f9c924f23461f143a56ca62c2271c162f60f6a4df8cde7b96791227432bfd3,2022-07-17T08:11:58Z,2022-08-17T08:11:58Z,12,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9fc1c563dd3b5b8ff08757eae214cb39d2725bf392b3c5caada2bdae44e14d40
multicall_with_eth,bsc,2025-06-24T17:23:14Z,2025-06-25T17:23:15Z,9abd347e7c5d7a42d4d1b67db3a4738d86aefd6f4b29dd4b6072a82df847dc18,2025-05-25T17:23:14Z,2025-06-25T17:23:15Z,4,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,6cc8894660c578c9abe20e75b14f73c2b403b60502f461bce3a6f2222cd7ae31
multicall_with_xera,bsc,2022-03-09T23:17:54Z,2022-03-10T23:17:54Z,1e935e8c7f66e0a19a3217d170beb5d95c369bbe761a504ed53930db82330bd5,2022-02-07T23:17:54Z,2022-03-10T23:17:54Z,33,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7fffd0d15020835e27886caf4676dc68168d64d4c5a49a6618317861e3b29035
multichaincapital,ethereum,2021-11-19T16:23:07Z,2021-11-20T16:23:10Z,2c7c43f3a0cceb71c847465d0ea9f7c13fa49a52b8ed9d532cbad7426dfb10e7,2021-10-20T16:23:07Z,2021-11-20T16:23:10Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a295df4d06b48ae10b5779d3dfca21dda1669b235910dc3a61a4013ff9658ff1
myai,bsc,2023-06-07T07:57:56Z,2023-06-08T07:57:56Z,0c9c23d9ea4b6809d520678ec1372f598f00d1d9c6c35557e407c66eff4a5197,2023-05-08T07:57:56Z,2023-06-08T07:57:56Z,17,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,92cb77ea9c8cc9e9a47f13a95b74be4284bfc09d2ac891e541a6bcaae610bac3
n00d,ethereum,2022-09-07T22:14:17Z,2022-09-08T22:14:24Z,e99a20ef7726fb8aef8166f5a7bf8ad1e007d09669859a993fd9e960175c8378,2022-08-08T22:14:17Z,2022-09-08T22:14:24Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e0377a6e19d2decdd8e08aac699feb0aee9407b96541c9b2fa7cebf74fb35309
nervebridge,bsc,2021-05-09T23:02:34Z,2021-05-10T23:02:38Z,1e73f1deff12693c5a4c5b89ebbe89c95d1b54023bc6b42fb82f55a8a413f469,2021-04-09T23:02:34Z,2021-05-10T23:02:38Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,dcc8f7f31b8ce38e224cea54e8701bf79943e1538ceed38ffed621e817e82668
neverfall,bsc,2023-03-17T03:41:41Z,2023-03-18T03:41:41Z,af77ff8c9cb56519f003582caffe5746589316988a4cb7c1e7128ea54356704c,2023-02-15T03:41:41Z,2023-03-18T03:41:41Z,4,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ba4e4f7b3609ee72ed853b1f66804f95cb9062723bc6666872aa0184010f3490
newfi,bsc,2023-05-30T06:10:17Z,2023-05-31T06:10:17Z,2f4eeeca343c375d7cf5215f4780136b8225b6fc74c9c2378c8ccc3ea2a83b94,2023-04-30T06:10:17Z,2023-05-31T06:10:17Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3ba5b9d96796940b4bb51dff2203e2cebc938b64eb8f8de8076c41d39c71b3bf
nfttrader,ethereum,2021-05-25T19:48:09Z,2021-05-26T19:48:11Z,6428125ca812c8607533820d2b0e470351ad27805f0ecfb61bc97fab0c0f14ad,2021-04-25T19:48:09Z,2021-05-26T19:48:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ecf10d8fe0350199f1e89113eff0b6b6065b974e5d88f0cd0e3033e42c1659a7
ngfs,bsc,2024-04-23T09:45:54Z,2024-04-24T09:45:56Z,95489e97afc8b325de3cc8fa5a72b5d4fdc4aaa64640ff4600eea4e4e3d07933,2024-03-24T09:45:54Z,2024-04-24T09:45:56Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d6313c11384c98a12eaed301b90804d1c45769a4052d3850d0e57034c0c7302c
nimbus,ethereum,2021-01-31T19:50:28Z,2021-02-01T19:50:29Z,acb32ceeaeb0c6e022ca24e75470c2773075047a7d4207ceac6b6be1f6537c52,2021-01-01T19:50:28Z,2021-02-01T19:50:29Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f2413a5b3d072bb207b69162110c4191e3dc8a8b686cdc5916b1df3cb81f6c07
nmbplatform,bsc,2022-11-14T09:39:01Z,2022-11-15T09:39:03Z,a7b855bb77ffea827ec5a2cff5ee1e2dbe6ef9df1713a1918babd6c0d124e1e7,2022-10-15T09:39:01Z,2022-11-15T09:39:03Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,dc55f6e9b474ef256e2ed03d7a22c2995101ad6b4142c025ed2dbe248e94e471
nomadbridge,ethereum,2022-04-21T18:00:05Z,2022-04-22T18:00:06Z,4cfcd2bd094a111857cb38b11003e1b4ea0e3ec1cd1e0ce0201d3e233f1534a6,2022-03-22T18:00:05Z,2022-04-22T18:00:06Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,70f4198821ddc9786e1ed449165fa0fa7a2c1000ebf2f10422b52c8285a06d48
normie,base,2024-03-06T22:10:17Z,2024-03-07T22:10:17Z,df7c7696ee6fd066c421a01da6563bb4ae1c7f3c40c9be5690f7dddc04f34ad8,2024-02-05T22:10:17Z,2024-03-07T22:10:17Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7be771667b472e6e0395dcfde6ae1e2fcad97ed572ae7066a8ced8a9f1982566
novo,bsc,2022-01-14T15:05:57Z,2022-01-15T15:05:57Z,ee9eaadb00c76e6535c5a4c9fed72e4a728e15715de458a98a6dc4392dbd5397,2021-12-15T15:05:57Z,2022-01-15T15:05:57Z,30,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,d27e1a764c7599baefc527d993b4c71ef2282c415e778d493a0818813be1d38f
nowswap,ethereum,2021-01-20T05:23:30Z,2021-01-21T05:23:37Z,3948262bd007f73827e6b17c20c3c1170e330e308697997a1e05da17df4cb286,2020-12-21T05:23:30Z,2021-01-21T05:23:37Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ccc51f20dd2944781245bb76f0a663e5eb1db9feef980b40e893b2ecdba551e3
num,ethereum,2021-04-15T04:55:07Z,2021-04-16T04:55:14Z,88f59c8ae74093257518b1f48d5a0edcc000c9a12735b9d31ee982e5313b2136,2021-03-16T04:55:07Z,2021-04-16T04:55:14Z,1,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0988002e87f2c2cad931dd51a8c1c755206f9bc44d2436851a90e5e60cbb600a
olife,bsc,2021-06-04T16:54:29Z,2021-06-05T16:54:30Z,cfaa57e420ea1698582a203176189fb51170d64e75e2db54f1ba58d97de5f8fe,2021-05-05T16:54:29Z,2021-06-05T16:54:30Z,15,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0c246d112b2264deee7acd1d34466bc58076e3b91bb1a51860706a729decc806
olympusdao,ethereum,2022-09-16T14:20:11Z,2022-09-17T14:20:11Z,38fe91d6ec726d17930c001c6966769ad992894fb36f9236620cc0faef7c41f1,2022-08-17T14:20:11Z,2022-09-17T14:20:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,30baaad2e27c77cd5116700d9c967c3dca722bd23504d8cfc17512bafca6a6b3
