case_name,chain,target_contract_address,fork_block_number,required_queries,address,incident_block,prediction_cutoff_block,deployment_block,cutoff_status,proxy_hint,case_id,age_stratum,pilot_hash,pilot_member,priority,pilot_allocation_expected,pilot_allocation_selected,allocation_satisfied,input_sha256,policy_sha256,queue_sha256
futureswap,arbitrum,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,,,PARTIAL,True,ca2-40ca8a9aca77ecfbfe71,0,a35309fcc63b8c809fc0ad04eb2a7b874191a5d247fd50a9a4d43423e16b0041,True,0,2,1,False,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
hegic_options,ethereum,0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,21912408,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,21912408,,,PARTIAL,True,ca2-4d6568a7691d786971d0,3,6acdb1f0022e0f405ec17002775068e7b99e11e083f0e4dec72fc7dc84d385a4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
uwerx,ethereum,0x4306b12f8e824ce1fa9604bbd88f2ad4f0fe3c54,17826202,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x4306b12f8e824ce1fa9604bbd88f2ad4f0fe3c54,17826202,,,PARTIAL,True,ca2-28984dadb4e195ff0adc,1,6baefc8870be909418fead1b8ae15b91aba84f961062f9d21828482468b99a09,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
idols_nft,ethereum,0x439cac149b935ae1d726569800972e1669d17094,21624138,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x439cac149b935ae1d726569800972e1669d17094,21624138,,,PARTIAL,True,ca2-5675dfa92c14429a4b9f,3,6bdec2aeabf4f92e69d7c87c9296d37616a10280ff352457560eb7e077a1c1d2,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
nowswap,ethereum,0xa0ff0e694275023f4986dc3ca12a6eb5d6056c62,13225516,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa0ff0e694275023f4986dc3ca12a6eb5d6056c62,13225516,,,PARTIAL,True,ca2-bef4fd38f1af5d45d83a,0,6de8924777c2166ed4e0cef5a69b07ece9700c05e9e05a12a7f7844b053e0f19,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mimspell,ethereum,0xa5564a2d1190a141cac438c9fde686ac48a18a79,17521638,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa5564a2d1190a141cac438c9fde686ac48a18a79,17521638,,,PARTIAL,True,ca2-21ac1c8056ff7df162a8,1,70047eb775067786de647dc77c6be8b3e3795dec4b81256e39e4d4c52d17f8ab,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
jay,ethereum,0xf2919d1d80aff2940274014bef534f7791906ff2,16288199,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf2919d1d80aff2940274014bef534f7791906ff2,16288199,,,PARTIAL,True,ca2-3d7964746397bc97e185,1,7063f4520baae9067757698fb07eeea6c10c38bc18dce430581f0f88e8824810,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
yearn_ydai,ethereum,0xacd43e627e64355f1861cec6d3a6688b31a6f952,11792183,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xacd43e627e64355f1861cec6d3a6688b31a6f952,11792183,,,PARTIAL,True,ca2-b6eef501c6bfb6ae40e1,0,73b9dbf83a9b14b1480e56d4a82cce3358595bbb31f5c6e48ba61ef8d6c8a40b,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
wiselending02,ethereum,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18983652,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18983652,,,PARTIAL,True,ca2-a8ad072cb3fd37a5cfca,2,767b4960cc579e1436243f0d128239704bd742cc9db7cadddf2da9c1071a7f32,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
seneca,ethereum,0x65c210c59b43eb68112b7a4f75c8393c36491f06,19325936,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x65c210c59b43eb68112b7a4f75c8393c36491f06,19325936,,,PARTIAL,True,ca2-e7cd16bb64166a6efe64,2,7ab745e0a9b06e83703b6c773bb19f070c55f136175edb75d5669bf89bc91489,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
uniclynft,ethereum,0xd3c41c85be295607e8ea5c58487ec5894300ee67,18133171,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xd3c41c85be295607e8ea5c58487ec5894300ee67,18133171,,,PARTIAL,True,ca2-1579de76f9bed10399a7,2,7ad00fa466234d15839d6a67a38d559cd9402a554ff1cb138622ff81ed44a175,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
bancor,ethereum,0x5f58058c0ec971492166763c8c22632b583f667f,10307563,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x5f58058c0ec971492166763c8c22632b583f667f,10307563,,,PARTIAL,True,ca2-0e06e67c5c9253228751,0,7e5419b1351bb0ba09a6649d793e98aca3ad7d41b8d27786a87ae314fe9e7324,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
umbrella,ethereum,0xb3fb1d01b07a706736ca175f827e4f56021b85de,14421983,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb3fb1d01b07a706736ca175f827e4f56021b85de,14421983,,,PARTIAL,True,ca2-e6ddbcb4d936397b6ffe,0,7f27a9c72f9ddcb90c2f5c6fa58f2ea44f08b53d8ddcb13a907b23d130836840,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
olympusdao,ethereum,0x007fe7c498a2cf30971ad8f2cbc36bd14ac51156,15794363,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x007fe7c498a2cf30971ad8f2cbc36bd14ac51156,15794363,,,PARTIAL,True,ca2-60a0988512bfa1f54c2e,1,80095840455c0e71138eefe21f82b9f5eb291867978a9bc8e482eca7a5f01340,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
sushi_badger_digg,ethereum,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,11720049,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,11720049,,,PARTIAL,True,ca2-b68f8de37da66632724d,0,808485bf6f6cf5ed30e7d85fd633b09bfba757a1da47b4fbb92cba4783cd3fd4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
silo_finance,ethereum,0xcb3b879ab11f825885d5add8bf3672596d35197c,17139470,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xcb3b879ab11f825885d5add8bf3672596d35197c,17139470,,,PARTIAL,True,ca2-0f2e70bb64b6ee9426eb,1,84c6c41fdf9fd0af933b3b21c276a8e5861f3811ea7aa3361268d8a81711ef82,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
gradient_maker_pool,ethereum,0x37ea5f691bce8459c66ffceeb9cf34ffa32fdadc,22765113,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x37ea5f691bce8459c66ffceeb9cf34ffa32fdadc,22765113,,,PARTIAL,True,ca2-7a492e8008e940fab9d5,3,8523cff9914b8a5785659d86eeca95b79f4c54976c8cff4685a4e127325edfec,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mimspell2,ethereum,0x7259e152103756e1616a77ae982353c3751a6a90,19118659,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x7259e152103756e1616a77ae982353c3751a6a90,19118659,,,PARTIAL,True,ca2-be2ba09219e40ecb6cb2,2,85723b54b00715c57a7a686c50b8e96b24cd52e903a549a878541cfb6617730f,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
peapodsfinance,ethereum,0xdbb20a979a92cccce15229e41c9b082d5b5d7e31,19109652,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xdbb20a979a92cccce15229e41c9b082d5b5d7e31,19109652,,,PARTIAL,True,ca2-8af0ea955100349da941,2,8656152e6dc8aeca5cd120bfe6e139cfb30f343cdcf791fa542257d028b57a88,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
num,ethereum,0x765277eebeca2e31912c9946eae1021199b39c61,16029969,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x765277eebeca2e31912c9946eae1021199b39c61,16029969,,,PARTIAL,True,ca2-759d84cb92c4b203c71e,1,8890e500bcfd6fb5651c31ea5dcd0baecb5fe3cc55e0d58fb56a7759c0fcf676,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
makina,ethereum,0xd1a1c248b253f1fc60eacd90777b9a63f8c8c1bc,24273361,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xd1a1c248b253f1fc60eacd90777b9a63f8c8c1bc,24273361,,,PARTIAL,True,ca2-f39ef961ac91c6d34016,3,8b0c6c59b836529d538fe39e43a7470e55a6f3ee37fb7a43059a161da05a7378,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
balancer_20200628,ethereum,0x0e511aa1a137aad267dfe3a6bfca0b856c1a3682,10355806,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x0e511aa1a137aad267dfe3a6bfca0b856c1a3682,10355806,,,PARTIAL,True,ca2-f056a955a865b551a342,0,8b2134f4e0f0aed863e7938547026ba9ab5c75544580d3eec97706adf7aa622c,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
uwulend_first,ethereum,0x2409af0251dcb89ee3dee572629291f9b087c668,20061318,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2409af0251dcb89ee3dee572629291f9b087c668,20061318,,,PARTIAL,True,ca2-0687f6e05dc58457935a,3,8b5b3c7cbd5d089a4d8117a2a3f951b33a15a3bd7d7205c446e00e97a310cebf,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ehive,ethereum,0x4ae2cd1f5b8806a973953b76f9ce6d5fab9cdcfd,17690497,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x4ae2cd1f5b8806a973953b76f9ce6d5fab9cdcfd,17690497,,,PARTIAL,True,ca2-82c63f4f3f31559be9a8,1,8b774a71314e76999222f538194d435890b2ed0745b1259bfba801124b5fe8c4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
barleyfinance,ethereum,0x04c80bb477890f3021f03b068238836ee20aa0b8,19106654,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x04c80bb477890f3021f03b068238836ee20aa0b8,19106654,,,PARTIAL,True,ca2-4f5a0a76d69326e4c2cd,2,8ce8e648ba3a93c44dfb6db3869408faf77cd1e111558c964d3ed387f3d4bac3,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
laura_token,ethereum,0x05641e33fd15baf819729df55500b07b82eb8e89,21529887,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x05641e33fd15baf819729df55500b07b82eb8e89,21529887,,,PARTIAL,True,ca2-b47e7dc1b2b6c8992cce,3,8df4a0172b60649523e095ccc5715c8e0ed2030a8b50e482b1cd0fc5b8aa72d1,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
doughfina,ethereum,0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,20288622,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,20288622,,,PARTIAL,True,ca2-0d308a16f604ed495788,3,8f9032a953b5b8a5183a1db448c56cafc9c1ca477ba968dd48086344db7aab5a,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
qtn,ethereum,0xc9fa8f4cfd11559b50c5c7f6672b9eea2757e1bd,16430212,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xc9fa8f4cfd11559b50c5c7f6672b9eea2757e1bd,16430212,,,PARTIAL,True,ca2-c5f9905c03ee273e260f,1,8f9d986772558a9c7448d9c374691436b87df45d1135fda522cf30922c11d213,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
teamfinance,ethereum,0xe2fe530c047f2d85298b07d9333c05737f1435fb,15837893,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xe2fe530c047f2d85298b07d9333c05737f1435fb,15837893,,,PARTIAL,True,ca2-c2f4de8010f571d74d0d,1,9112b7de2190ae94eae2be00e317a56941d79ba3aa610800e891b5216f150f10,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
conic_2,ethereum,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,17740954,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,17740954,,,PARTIAL,True,ca2-4b9009f78d24b677e07e,1,926a0d203f0f90b2f855790c1ed69a8fe078896a878c2fe844adc4e3c2fe5eb9,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
burntbubba,ethereum,0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,18680254,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,18680254,,,PARTIAL,True,ca2-87c7a2d034157234fe09,2,9453bf00e171a69511a8676843ccf48cbb961295c44d64a638f2fcf35f97bafb,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
rari,ethereum,0x3f2d1bc6d02522dbcdb216b2e75edddafe04b16f,14684813,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x3f2d1bc6d02522dbcdb216b2e75edddafe04b16f,14684813,,,PARTIAL,True,ca2-332ccdc5e82202082265,0,94c155b68acaf80bcca45700fffeedc3f55b4271fab4faf4ba6cc27d0a8aea48,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
luckytiger,ethereum,0x9c87a5726e98f2f404cdd8ac8968e9b2c80c0967,15403430,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x9c87a5726e98f2f404cdd8ac8968e9b2c80c0967,15403430,,,PARTIAL,True,ca2-da248926cc32b52fc5ad,0,9514ae17c4a42219fe20bc6bb37180f922a1fab4979901c0773d57db5196fc59,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
nimbus,ethereum,0xc0a6b8c534fad86df8fa1abb17084a70f86eddc1,13225516,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xc0a6b8c534fad86df8fa1abb17084a70f86eddc1,13225516,,,PARTIAL,True,ca2-54094307591338d2b28a,0,958f9dd16fa37e5367b32d4b771af710dea960920a393e13007d756f6b8ff894,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
bbt,ethereum,0x3541499cda8ca51b24724bb8e7ce569727406e04,19417822,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x3541499cda8ca51b24724bb8e7ce569727406e04,19417822,,,PARTIAL,True,ca2-ba0418d74fad65f2483c,2,9b01b4590645b101905cfa635534746ed219eb3d0bc4e74a9dc2f002ae316b78,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
otseastaking,ethereum,0xf2c8e860ca12cde3f3195423ecf54427a4f30916,20738190,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf2c8e860ca12cde3f3195423ecf54427a4f30916,20738190,,,PARTIAL,True,ca2-a21d0869309e8d547595,3,9e000f74ac29ac56ba223f8f64e6a8c4b83c7833687a71a4a5af218ff9fa4c75,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
conic02,ethereum,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,17743470,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,17743470,,,PARTIAL,True,ca2-22667ec3b73bf4e3f29e,1,a1aeb4fa383068da0389f2908dec039773319baea9c14d15397287721d3064cb,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
floorprotocol,ethereum,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,18802287,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,18802287,,,PARTIAL,True,ca2-a03b0bc9fabb86e707cb,2,a1b5f687eeee1e34fb20e4c026f9befaa29e0f0dc722059e1cebda02d0105bf2,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
audius,ethereum,0x4deca517d6817b6510798b7328f2314d3003abac,15201793,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x4deca517d6817b6510798b7328f2314d3003abac,15201793,,,PARTIAL,True,ca2-96f82ac8ed9b6f3e4f14,0,a4196e76fa39c71f167ce8539ec9bd89d1d9b03c180efa39cebe89de8cc2445e,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mono,ethereum,0xc36a7887786389405ea8da0b87602ae3902b88a1,13715025,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xc36a7887786389405ea8da0b87602ae3902b88a1,13715025,,,PARTIAL,True,ca2-6123dfbf4db930b4d1d5,0,a70c5aecb965047a27747abe66fd1c03949bf8b465e069f8ad0fc72fcc3999dc,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
paraspace,ethereum,0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,16845558,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,16845558,,,PARTIAL,True,ca2-a86a6b86d343ba9e3bdb,1,a78d224cce9be28b8d063d17e5f44be33f103623e2b1d43a50fab5468108ed01,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
wiselending03,ethereum,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18992907,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18992907,,,PARTIAL,True,ca2-fb44a0ed0d7b6f375c60,2,a7d05a44739982b48e2d8bb7b2ba7d43f22304f8d18da74198ee6cccd7cbe418,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
