case_name,chain,incident_date,event_observed,event_type,outcome_evidence_sha256,prediction_cutoff_time,followup_days,censoring_status
hexotic,ethereum,2025-08-31,1,publicly_documented_exploit_incident,03be5bc6713f79673187842cfba7e4e83a030915ca5a31d8ab02bc52cfc8fe6f,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
multicall_with_xera,bsc,2025-08-20,1,publicly_documented_exploit_incident,287791b78eeddaf68d34134a19dbe1ed0aa6b70e77643c02c89aaef1b44370a4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pdz,bsc,2025-08-15,1,publicly_documented_exploit_incident,14d7899b0f759905857996a3f567b9eeb968588de7966661cd6cd811fcda2087,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
size_credit,ethereum,2025-08-15,1,publicly_documented_exploit_incident,a0697c79c1d7b372a44805a85ce7b120686e946caca56e5748b803be2c328244,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mim_spell3,ethereum,2025-10-04,1,publicly_documented_exploit_incident,9350c2c30f8f0aeeb3861f0101447586179cc71daacffb0b5af0b336f6a0918b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
prxvt,base,2026-01-01,1,publicly_documented_exploit_incident,57697fd15baa86700a16f2b49bb8ec5426225bf76709ec9ae98bebd29b40cd64,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
truebit,ethereum,2026-01-09,1,publicly_documented_exploit_incident,669c6b7030c49f285a5bb75c3e322a01c790aefa74c7227262a115eff585e049,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mttoken,bsc,2026-01-12,1,publicly_documented_exploit_incident,8b426ae0f356aa0cf3a92e974c64cd9e0e5ab0c4f7d085c257c4fde313396aa4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
synaplogic,base,2026-01-20,1,publicly_documented_exploit_incident,095cfb4d88c5fd72946d211ac489afaca9274134fda74d7ece0dbf2825bb5e55,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
makina,ethereum,2026-01-20,1,publicly_documented_exploit_incident,b7451113225462d8efc9dad7190e230e03838e0717cd85888a2657d480916ac2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
moonwell,base,2025-11-04,1,publicly_documented_exploit_incident,c8cd6b62d65e95dc4652d82b503ef54b45fe3ce22eb9cf23b0725d44cd090be5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
laxo_token,bsc,2026-02-22,1,publicly_documented_exploit_incident,94135b68846d6daebe6329c49a8008f89f9a1e0d4d6dd866073cc807f1cb743b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
curve_llamalend,ethereum,2026-03-02,1,publicly_documented_exploit_incident,a9d92e0a4e28ff120c0f4565e6993a44b3e4da3ddf44bb0bdd442630ca6fede9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
alkemi_earn,ethereum,2026-03-10,1,publicly_documented_exploit_incident,aaa1d6e33055c30a099f54a19913a83dbc55e9ea6dcea9a910b72c7b37fa373c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
venus_the,bsc,2026-03-15,1,publicly_documented_exploit_incident,0c2a3805ebc0bad3c52911cdd15bffc0384f339dcd7c7d2708ab7b5f411e7b26,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
futureswap,arbitrum,2026-01-10,1,publicly_documented_exploit_incident,861b38b464ba5520b3ac5295c4763b0a5f3a477bc63f6e32f82b60a533d5a9f4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
est,bsc,2026-03-27,1,publicly_documented_exploit_incident,cdca6d55c31db9b4fb2eaa5e627cd2b80177fb3488d3cf59357bd48bdd4ccdeb,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
