case_name,incident_name,incident_date,incident_record_sha256,source_snapshot_sha256,protocol_family,primary_root_cause,confidence,evidence_references
w_key_dao,wKeyDAO,2025-03-16,08b9cc6c8bbb81a82d7e3a613773bb8c5d1e9753e406079010d28524e7504c0d,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
irys_ai,IRYSAI,2025-05-20,2c35d2c1397633cd9944e9d941c9f3aeec3f392166f4f97eb8f3f517a4c6841a,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
krc_token_pair,KRC,2025-05-18,68ca49b7b394795a6e23aa81647e2241177135da090857b73976cd82755e9263,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
ydt_token,YDT,2025-05-26,ff0f4c88f1d45384f5f7b78f1a8b7831af818f893dda537f8fbba0c6d087ca8b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
aave_boost,AAVEBoost,2025-06-12,74d7d330347502a2dbcdfaaddd850f3ae98c9dc9429a81679f2c8c859b27dd69,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
usual_money,UsualMoney,2025-05-27,34ef2701e724d343ca2baba110514c4767a6eed9978461500dde7c8d7f3f17b7,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
bankroll_network,BankrollNetwork,2025-06-19,327bf3cd443ea430ba68422dbd8cc422628addaca9efbdca3694a975b09c4cd1,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
bankroll_stack,BankrollStack,2025-06-19,e91a6652ba97314bbdc6d92f2eccd85dd7bf20be172d47ca45491c3c72d2e58c,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
gangsterfinance,Gangsterfinance,2025-06-20,baa0f2c2134ef6738578bf18ceb471d7dd9687170ab7de7fa6f360562b45ea6e,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
gradient_maker_pool,GradientMakerPool,2025-06-23,80325a42bce63c4a8d42c098e71f7c71997a99f0bfd6283a04966b1ae295d8e1,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
resupply_fi,ResupplyFi,2025-06-26,37ec9d57ee20099707c557a21daf7c4dadd7235e6de1408b9b96cb980421696c,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
fpc,FPC,2025-07-02,faab9558aca606fac98dead93ef37b59a55acdf63bf0fe991966e4fd88cfc60e,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
meta_pool,MetaPool,2025-06-17,6488e54ab448d35c1cc6772ca8b9c354721cba5273631dc569eed1b1c0d9e0f2,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
multicall_with_eth,MulticallWithETH,2025-07-26,22e73698911b6cd456118a566e0b5ddece2b9e7defebea99680701d9070d7e2b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
rant_token,RANT,2025-07-05,42c9dfc3539948eff7d589cd59d879163020e3d8462343776b80b42f9329b4cc,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
swapp_staking,SWAPPStaking,2025-07-24,e97c7209a78e10c67dc32776dab9db5078811a1918f43419341b3bb935852e2c,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
stepp2p,Stepp2p,2025-07-20,85cc9dd27d13f97d2ca212b7c15e4cabaf13a6c77ae2e6c65ddda9ffdc2668f2,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
abcc_app,ABCCApp,2025-08-23,191c4358b620a824bc91ec0f61d42b889fcd1400d64dc9304649c348cc66ed08,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
grizzifi,Grizzifi,2025-08-13,a4ea865cb526c45e99f892fe9bc81a317a3e5ac8f59714be222a1511c830cd2a,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
hexotic,Hexotic,2025-08-31,03be5bc6713f79673187842cfba7e4e83a030915ca5a31d8ab02bc52cfc8fe6f,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
multicall_with_xera,MulticallWithXera,2025-08-20,287791b78eeddaf68d34134a19dbe1ed0aa6b70e77643c02c89aaef1b44370a4,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
pdz,PDZ,2025-08-15,14d7899b0f759905857996a3f567b9eeb968588de7966661cd6cd811fcda2087,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
size_credit,SizeCredit,2025-08-15,a0697c79c1d7b372a44805a85ce7b120686e946caca56e5748b803be2c328244,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
mim_spell3,MIMSpell3,2025-10-04,9350c2c30f8f0aeeb3861f0101447586179cc71daacffb0b5af0b336f6a0918b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
prxvt,PRXVT,2026-01-01,57697fd15baa86700a16f2b49bb8ec5426225bf76709ec9ae98bebd29b40cd64,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
truebit,Truebit,2026-01-09,669c6b7030c49f285a5bb75c3e322a01c790aefa74c7227262a115eff585e049,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
mttoken,MTToken,2026-01-12,8b426ae0f356aa0cf3a92e974c64cd9e0e5ab0c4f7d085c257c4fde313396aa4,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
synaplogic,SynapLogic,2026-01-20,095cfb4d88c5fd72946d211ac489afaca9274134fda74d7ece0dbf2825bb5e55,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
makina,Makina,2026-01-20,b7451113225462d8efc9dad7190e230e03838e0717cd85888a2657d480916ac2,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
moonwell,Moonwell,2025-11-04,c8cd6b62d65e95dc4652d82b503ef54b45fe3ce22eb9cf23b0725d44cd090be5,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
laxo_token,LAXO Token,2026-02-22,94135b68846d6daebe6329c49a8008f89f9a1e0d4d6dd866073cc807f1cb743b,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
curve_llamalend,Curve LlamaLend,2026-03-02,a9d92e0a4e28ff120c0f4565e6993a44b3e4da3ddf44bb0bdd442630ca6fede9,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
alkemi_earn,AlkemiEarn,2026-03-10,aaa1d6e33055c30a099f54a19913a83dbc55e9ea6dcea9a910b72c7b37fa373c,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
venus_the,Venus THE,2026-03-15,0c2a3805ebc0bad3c52911cdd15bffc0384f339dcd7c7d2708ab7b5f411e7b26,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
futureswap,FutureSwap,2026-01-10,861b38b464ba5520b3ac5295c4763b0a5f3a477bc63f6e32f82b60a533d5a9f4,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
est,EST Token,2026-03-27,cdca6d55c31db9b4fb2eaa5e627cd2b80177fb3488d3cf59357bd48bdd4ccdeb,295e8ad6c3709d47a0489069bf9c7b1da50ff4d5b0e5c255dab0127f208db5c3,,,,
